2.6061e+01,-1.2032e+01,1.0059e+01,3.1458e+00
2.6212e+01,-1.2899e+01,1.0056e+01,3.1459e+00
2.6364e+01,-1.3776e+01,1.0052e+01,3.1460e+00
2.6515e+01,-1.4665e+01,1.0048e+01,3.1460e+00
2.6667e+01,-1.5564e+01,1.0044e+01,3.1460e+00
2.6818e+01,-1.6475e+01,1.0040e+01,3.1459e+00
2.6970e+01,-1.7395e+01,1.0036e+01,3.1457e+00
2.7121e+01,-1.8327e+01,1.0032e+01,3.1455e+00
2.7273e+01,-1.9269e+01,1.0028e+01,3.1453e+00
2.7424e+01,-2.0222e+01,1.0025e+01,3.1451e+00
2.7576e+01,-2.1185e+01,1.0021e+01,3.1448e+00
2.7727e+01,-2.2159e+01,1.0018e+01,3.1446e+00
2.7879e+01,-2.3143e+01,1.0015e+01,3.1443e+00
2.8030e+01,-2.4138e+01,1.0013e+01,3.1440e+00
2.8182e+01,-2.5143e+01,1.0010e+01,3.1437e+00
2.8333e+01,-2.6159e+01,1.0008e+01,3.1434e+00
2.8485e+01,-2.7185e+01,1.0006e+01,3.1431e+00
2.8636e+01,-2.8221e+01,1.0005e+01,3.1429e+00
2.8788e+01,-2.9267e+01,1.0003e+01,3.1426e+00
2.8939e+01,-3.0324e+01,1.0002e+01,3.1424e+00
2.9091e+01,-3.1390e+01,1.0002e+01,3.1422e+00
2.9242e+01,-3.2467e+01,1.0001e+01,3.1420e+00
2.9394e+01,-3.3554e+01,1.0000e+01,3.1418e+00
2.9545e+01,-3.4650e+01,1.0000e+01,3.1417e+00
2.9697e+01,-3.5757e+01,1.0000e+01,3.1416e+00
2.9848e+01,-3.6874e+01,1.0000e+01,3.1416e+00
3.0000e+01,-3.8000e+01,1.0000e+01,3.1416e+00
